"Kingdom" "Phylum" "Class" "Order" "Family" "Genus" "Species"
"ASV3927" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariales" "f__Lasiosphaeriaceae" "g__Podospora" "s__glutinoides"
"ASV3931" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiaceae" NA NA
"ASV3932" "k__Fungi" "p__Basidiomycota" "c__Agaricostilbomycetes" "o__Agaricostilbales" "f__Kondoaceae" "g__Kondoa" "s__sorbi"
"ASV3943" "k__Fungi" "p__Ascomycota" "c__Pezizomycetes" "o__Pezizales" "f__Pyronemataceae" "g__Scutellinia" "s__heterosculpturata"
"ASV3958" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Bolbitiaceae" "g__Bolbitius" "s__titubans"
"ASV3962" "k__Fungi" "p__Basidiomycota" "c__Cystobasidiomycetes" "o__Cystobasidiomycetes_ord_Incertae_sedis" "f__Symmetrosporaceae" "g__Symmetrospora" "s__symmetrica"
"ASV3965" "k__Fungi" "p__Ascomycota" "c__Pezizomycetes" "o__Pezizales" "f__Pyronemataceae" "g__Pulvinula" NA
"ASV3967" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"ASV3969" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Onygenales" NA NA NA
"ASV3970" "k__Fungi" "p__Mucoromycota" "c__Endogonomycetes" "o__Endogonales" "f__Endogonaceae" "g__Endogone" NA
"ASV3984" "k__Fungi" "p__Chytridiomycota" "c__Lobulomycetes" NA NA NA NA
"ASV3993" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Fusicolla" "s__acetilerea"
"ASV4004" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Tubeufiales" "f__Tubeufiaceae" NA NA
"ASV4006" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Entolomataceae" "g__Entoloma" NA
"ASV4007" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Tremellodendropsidales" NA NA NA
"ASV4009" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Cantharellales" "f__Ceratobasidiaceae" "g__Waitea" "s__circinata"
"ASV4012" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Diversisporales" "f__Diversisporaceae" NA NA
"ASV4013" "k__Fungi" "p__Ascomycota" "c__Pezizomycetes" "o__Pezizales" "f__Pezizaceae" "g__Iodophanus" NA
"ASV4014" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV4033" "k__Fungi" "p__Ascomycota" "c__Orbiliomycetes" "o__Orbiliales" "f__Orbiliaceae" NA NA
"ASV4040" "k__Fungi" "p__Basidiomycota" "c__Cystobasidiomycetes" "o__Cystobasidiales" "f__Cystobasidiaceae" "g__Occultifur" NA
"ASV4041" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Tricholomataceae" "g__Calyptella" "s__capula"
"ASV4045" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" "g__Allophaeosphaeria" "s__cytisi"
"ASV4046" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" NA NA NA
"ASV4047" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" NA NA
"ASV4048" "k__Fungi" "p__Basidiomycota" "c__Cystobasidiomycetes" "o__Erythrobasidiales" "f__Erythrobasidiales_fam_Incertae_sedis" "g__Sakaguchia" NA
"ASV4049" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" NA NA
"ASV4051" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" "g__Paraphoma" "s__chrysanthemicola"
"ASV4052" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Leptosphaeriaceae" "g__Plenodomus" "s__lindquistii"
"ASV4063" "k__Fungi" "p__Basidiomycota" "c__Ustilaginomycetes" "o__Ustilaginales" "f__Ustilaginaceae" "g__Ustilago" "s__maydis"
"ASV4066" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Septoglomus" "s__viscosum"
"ASV4067" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Glomus" "s__macrocarpum"
"ASV4068" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Fusarium" "s__solani"
"ASV4069" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Bolbitiaceae" "g__Agrocybe" "s__praecox"
"ASV4070" "k__Fungi" "p__Chytridiomycota" "c__Rhizophlyctidomycetes" "o__Rhizophlyctidales" "f__Rhizophlyctidaceae" "g__Rhizophlyctis" "s__rosea"
"ASV4071" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Tricholomataceae" "g__Flagelloscypha" "s__minutissima"
"ASV4078" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Psathyrellaceae" "g__Coprinellus" NA
"ASV4086" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Glomerellales" "f__Plectosphaerellaceae" "g__Plectosphaerella" "s__niemeijerarum"
"ASV4087" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Diversisporales" "f__Diversisporaceae" NA NA
"ASV4100" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Glomus" "s__aggregatum"
"ASV4101" "k__Fungi" "p__Glomeromycota" "c__Paraglomeromycetes" "o__Paraglomerales" "f__Paraglomeraceae" "g__Paraglomus" NA
"ASV4102" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricomycetes_ord_Incertae_sedis" "f__Agaricomycetes_fam_Incertae_sedis" "g__Akenomyces" "s__costatus"
"ASV4103" "k__Fungi" "p__Glomeromycota" "c__Paraglomeromycetes" "o__Paraglomerales" "f__Paraglomeraceae" "g__Paraglomus" NA
"ASV4104" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiaceae" "g__Crocicreas" NA
"ASV4105" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" NA NA
"ASV4107" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Diversisporales" "f__Acaulosporaceae" "g__Acaulospora" "s__spinosa"
"ASV4113" "k__Fungi" "p__Basidiomycota" "c__Ustilaginomycetes" "o__Ustilaginales" "f__Ustilaginaceae" "g__Ustilago" "s__maydis"
"ASV4114" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Lindgomycetaceae" "g__Clohesyomyces" NA
"ASV4116" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Ophiocordycipitaceae" "g__Hirsutella" "s__minnesotensis"
"ASV4131" "k__Fungi" "p__Ascomycota" "c__Arthoniomycetes" "o__Lichenostigmatales" "f__Phaeococcomycetaceae" "g__Phaeococcomyces" NA
"ASV4132" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleraceae" "g__Genolevuria" "s__armeniaca"
"ASV4143" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Leptosphaeriaceae" "g__Plenodomus" NA
"ASV4144" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Thelephorales" "f__Thelephoraceae" "g__Tomentella" "s__ellisii"
"ASV4145" "k__Fungi" "p__Basidiomycota" "c__Cystobasidiomycetes" "o__Erythrobasidiales" NA NA NA
"ASV4146" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Mariannaea" "s__fusiformis"
"ASV4148" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" "g__Vishniacozyma" "s__dimennae"
"ASV4153" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Microascales" "f__Halosphaeriaceae" NA NA
"ASV4157" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Agaricaceae" "g__Agaricus" NA
"ASV4158" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"ASV4159" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Phallales" "f__Phallaceae" "g__Phallus" "s__hadriani"
"ASV4160" "k__Fungi" "p__Chytridiomycota" "c__Lobulomycetes" "o__Lobulomycetales" NA NA NA
"ASV4168" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" NA NA NA
"ASV4174" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Mariannaea" "s__fusiformis"
"ASV4180" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__Branch03" NA NA NA
"ASV4181" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Glomus" NA
"ASV4182" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" NA NA
"ASV4184" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Microthyriales" NA NA NA
"ASV4185" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Thelebolales" "f__Pseudeurotiaceae" "g__Pseudogymnoascus" "s__pannorum"
"ASV4186" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Diversisporales" "f__Diversisporaceae" "g__Diversispora" NA
"ASV4188" "k__Fungi" "p__Chytridiomycota" NA NA NA NA NA
"ASV4189" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Funneliformis" "s__mosseae"
"ASV4193" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Herpotrichiellaceae" "g__Exophiala" "s__moniliae"
"ASV4202" "k__Fungi" "p__Basidiomycota" "c__Ustilaginomycetes" "o__Ustilaginales" "f__Ustilaginaceae" "g__Ustilago" "s__nunavutica"
"ASV4204" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Kamienskia" "s__divaricata"
"ASV4205" "k__Fungi" "p__Chytridiomycota" NA NA NA NA NA
"ASV4206" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Polyporales" "f__Ganodermataceae" "g__Ganoderma" NA
"ASV4207" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" NA NA NA
"ASV4214" "k__Fungi" "p__Ascomycota" "c__Pezizomycetes" "o__Pezizales" "f__Pezizaceae" "g__Iodophanus" "s__carneus"
"ASV4215" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Trichomeriaceae" "g__Knufia" "s__tsunedae"
"ASV4216" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" NA NA NA
"ASV4227" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" "g__Phaeosphaeria" NA
"ASV4236" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" NA NA NA NA
"ASV4237" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" NA NA NA
"ASV4238" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiaceae" "g__Scytalidium" "s__aurantiacum"
"ASV4239" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" "f__Rhizophydiales_fam_Incertae_sedis" "g__Operculomyces" "s__laminatus"
"ASV4242" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Bolbitiaceae" "g__Conocybe" NA
"ASV4244" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV4245" "k__Fungi" "p__Glomeromycota" "c__Paraglomeromycetes" "o__Paraglomerales" "f__Paraglomeraceae" "g__Paraglomus" NA
"ASV4249" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Herpotrichiellaceae" "g__Cladophialophora" "s__chaetospira"
"ASV4250" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Mortierella" "s__hyalina"
"ASV4251" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Kamienskia" "s__divaricata"
"ASV4252" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Mortierella" "s__ambigua"
"ASV4253" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV4263" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Melanommataceae" NA NA
"ASV4264" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Bolbitiaceae" "g__Conocybe" "s__zeylanica"
"ASV4265" "k__Fungi" "p__Entomophthoromycota" "c__Entomophthoromycetes" "o__Entomophthorales" "f__Entomophthoraceae" "g__Entomophthora" "s__destruens"
"ASV4268" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" NA NA
"ASV4277" "k__Fungi" "p__Basidiomycota" "c__Cystobasidiomycetes" "o__Erythrobasidiales" "f__Erythrobasidiales_fam_Incertae_sedis" "g__Sakaguchia" NA
"ASV4279" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Microbotryomycetes_ord_Incertae_sedis" "f__Microbotryomycetes_fam_Incertae_sedis" "g__Colacogloea" "s__terpenoidalis"
"ASV4280" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Sporormiaceae" "g__Preussia" "s__tetramera"
"ASV4281" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Torulaceae" "g__Dendryphion" NA
"ASV4283" "k__Fungi" "p__Entomophthoromycota" "c__Entomophthoromycetes" "o__Entomophthorales" "f__Ancylistaceae" "g__Conidiobolus" "s__coronatus"
"ASV4287" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Geastrales" "f__Geastraceae" "g__Geastrum" NA
"ASV4288" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Herpotrichiellaceae" "g__Veronaea" NA
"ASV4289" "k__Fungi" "p__Ascomycota" "c__Pezizomycetes" "o__Pezizales" "f__Pezizaceae" NA NA
"ASV4290" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreales_fam_Incertae_sedis" "g__Sarocladium" "s__kiliense"
"ASV4291" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" NA NA
"ASV4293" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Claroideoglomeraceae" "g__Claroideoglomus" "s__claroideum"
"ASV4294" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Mortierella" NA
"ASV4298" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Lophiostomataceae" "g__Sigarispora" "s__arundinis"
"ASV4299" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Rhizophagus" NA
"ASV4300" "k__Fungi" "p__Chytridiomycota" NA NA NA NA NA
"ASV4301" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Melanommataceae" NA NA
"ASV4302" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Pleosporaceae" "g__Bipolaris" "s__zeicola"
"ASV4317" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Entolomataceae" "g__Entoloma" NA
"ASV4320" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Niessliaceae" "g__Eucasphaeria" NA
"ASV4321" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Glomus" "s__indicum"
"ASV4323" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Stachybotryaceae" "g__Myrothecium" NA
"ASV4324" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Tremellodendropsidales" NA NA NA
"ASV4340" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" NA NA NA NA
"ASV4341" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Coniochaetales" "f__Coniochaetaceae" "g__Coniochaeta" NA
"ASV4356" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"ASV4357" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Glomus" "s__compressum"
"ASV4359" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Claroideoglomeraceae" "g__Claroideoglomus" "s__claroideum"
"ASV4362" "k__Fungi" "p__Glomeromycota" "c__Archaeosporomycetes" "o__Archaeosporales" NA NA NA
"ASV4363" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Hyaloscyphaceae" "g__Trichopeziza" "s__mollissima"
"ASV4368" "k__Fungi" NA NA NA NA NA NA
"ASV4369" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Glomus" "s__compressum"
"ASV4375" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Rhizophagus" "s__irregularis"
"ASV4377" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Claroideoglomeraceae" "g__Claroideoglomus" NA
"ASV4379" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Herpotrichiellaceae" "g__Phialophora" "s__livistonae"
"ASV4387" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Sporormiaceae" "g__Preussia" NA
"ASV4391" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Hyaloscyphaceae" "g__Cistella" NA
"ASV4401" "k__Fungi" "p__Mucoromycota" "c__Endogonomycetes" "o__Endogonales" "f__Endogonaceae" "g__Endogone" NA
"ASV4402" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Coronophorales" "f__Scortechiniaceae" "g__Pseudocatenomycopsis" "s__rothmanniae"
"ASV4424" "k__Fungi" "p__Mucoromycota" "c__Endogonomycetes" "o__Endogonales" "f__Endogonaceae" "g__Endogone" NA
"ASV4430" "k__Fungi" "p__Glomeromycota" "c__Paraglomeromycetes" "o__Paraglomerales" "f__Paraglomeraceae" "g__Paraglomus" NA
"ASV4432" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Clavicipitaceae" "g__Metapochonia" "s__goniodes"
"ASV4434" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Cystofilobasidiales" "f__Cystofilobasidiaceae" "g__Cystofilobasidium" "s__macerans"
"ASV4435" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Cyphellophoraceae" "g__Cyphellophora" NA
"ASV4455" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"ASV4460" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreales_fam_Incertae_sedis" "g__Acremonium" "s__persicinum"
"ASV4479" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__GS02" NA NA NA
"ASV4482" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" "g__Neosetophoma" "s__samararum"
"ASV4483" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreales_fam_Incertae_sedis" "g__Sporidesmium" NA
"ASV4484" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Mortierella" NA
"ASV4488" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Glomus" "s__indicum"
"ASV4489" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Entolomataceae" "g__Entoloma" "s__percoelestinum"
"ASV4490" "k__Fungi" "p__Ascomycota" "c__Orbiliomycetes" "o__Orbiliales" "f__Orbiliaceae" NA NA
"ASV4493" "k__Fungi" "p__Basidiomycota" "c__Ustilaginomycetes" "o__Ustilaginales" "f__Ustilaginaceae" "g__Ustilago" "s__nunavutica"
"ASV4496" "k__Fungi" "p__Basidiomycota" "c__Cystobasidiomycetes" "o__Erythrobasidiales" "f__Erythrobasidiales_fam_Incertae_sedis" "g__Sakaguchia" NA
"ASV4497" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Hyaloscyphaceae" NA NA
"ASV4499" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Dothideomycetes_ord_Incertae_sedis" "f__Dothideomycetes_fam_Incertae_sedis" "g__Radulidium" "s__subulatum"
"ASV4500" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Clavicipitaceae" "g__Metacordyceps" "s__chlamydosporia"
"ASV4501" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Kamienskia" "s__perpusilla"
"ASV4513" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreaceae" "g__Trichoderma" NA
"ASV4518" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Claroideoglomeraceae" "g__Claroideoglomus" NA
"ASV4525" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Phallales" "f__Phallaceae" "g__Phallus" "s__rugulosus"
"ASV4527" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" NA NA
"ASV4528" "k__Fungi" "p__Ascomycota" "c__Saccharomycetes" "o__Saccharomycetales" "f__Debaryomycetaceae" "g__Meyerozyma" NA
"ASV4529" "k__Fungi" "p__Ascomycota" "c__Orbiliomycetes" "o__Orbiliales" "f__Orbiliaceae" "g__Orbilia" NA
"ASV4530" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Leptosphaeriaceae" "g__Leptosphaeria" "s__sclerotioides"
"ASV4531" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" "g__Didymocyrtis" "s__cladoniicola"
"ASV4534" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" NA NA NA
"ASV4535" "k__Fungi" "p__Ascomycota" "c__Arthoniomycetes" "o__Lichenostigmatales" "f__Phaeococcomycetaceae" "g__Phaeococcomyces" NA
"ASV4536" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Cyphellophoraceae" "g__Cyphellophora" "s__vermispora"
"ASV4537" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Psathyrellaceae" "g__Psathyrella" NA
"ASV4538" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Conioscyphales" "f__Conioscyphaceae" "g__Conioscypha" "s__bambusicola"
"ASV4539" "k__Fungi" "p__Chytridiomycota" NA NA NA NA NA
"ASV4540" "k__Fungi" "p__Basidiomycota" "c__Cystobasidiomycetes" "o__Cystobasidiales" "f__Cystobasidiaceae" "g__Occultifur" NA
"ASV4541" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Claroideoglomeraceae" "g__Claroideoglomus" NA
"ASV4542" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Cantharellales" "f__Ceratobasidiaceae" "g__Waitea" "s__circinata"
"ASV4548" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Conioscyphales" "f__Conioscyphaceae" "g__Conioscypha" NA
"ASV4549" "k__Fungi" "p__Basidiomycota" "c__Ustilaginomycetes" "o__Ustilaginales" "f__Ustilaginaceae" "g__Ustilago" "s__hordei"
"ASV4550" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Onygenales" NA NA NA
"ASV4552" "k__Fungi" "p__Mucoromycota" "c__Endogonomycetes" "o__Endogonales" "f__Endogonaceae" "g__Endogone" NA
"ASV4553" "k__Fungi" "p__Mucoromycota" "c__Endogonomycetes" "o__Endogonales" "f__Endogonaceae" "g__Endogone" NA
"ASV4554" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Clavariaceae" NA NA
"ASV4555" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Glomus" "s__macrocarpum"
"ASV4556" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Lycoperdaceae" "g__Lycoperdon" "s__pratense"
"ASV4557" "k__Fungi" "p__Ascomycota" "c__Saccharomycetes" "o__Saccharomycetales" "f__Saccharomycetaceae" "g__Saccharomyces" NA
"ASV4558" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Pleosporaceae" "g__Stemphylium" "s__eturmiunum"
"ASV4560" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Gigasporales" "f__Gigasporaceae" "g__Gigaspora" "s__gigantea"
"ASV4561" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" "g__Chaetosphaeronema" NA
"ASV4562" "k__Fungi" "p__Ascomycota" "c__Orbiliomycetes" "o__Orbiliales" "f__Orbiliaceae" "g__Dactylellina" NA
"ASV4563" "k__Fungi" NA NA NA NA NA NA
"ASV4564" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" NA NA NA
"ASV4565" "k__Fungi" "p__Kickxellomycota" "c__Kickxellomycetes" "o__Kickxellales" "f__Kickxellaceae" "g__Ramicandelaber" NA
"ASV4566" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Claroideoglomeraceae" "g__Claroideoglomus" NA
"ASV4567" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" "g__Leptospora" NA
"ASV4568" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Filobasidiales" "f__Filobasidiaceae" "g__Filobasidium" NA
"ASV4586" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Periconiaceae" "g__Periconia" NA
